userName,score,at,content
Pengguna Google,5,2025-04-13 04:38:06,lebih ditingktkanlagi
Pengguna Google,1,2025-04-13 04:38:04,susah banget dapet SG 😈
Pengguna Google,5,2025-04-13 04:37:30,saya sangat suka main game ini apalagi di bulan puasa banyak keseruannya jadi download game ini
Pengguna Google,1,2025-04-13 04:37:25,assalamualaikum min slmt siang disini saya ingin menyampaikan kesan sedikit tentang pengalamanku saat bermain.knp min setiap saya bermain kok temen Nya bot semua kayak baru belajar padahal akun gua udh besar kok gua di kasih temen bot kan gua ngepush cs rank jadinya susah min tolong di berikan temen sesuai skin nya biar main nya seterek dan knpa saya setiap terminasi skor gua turun padahal kesalahan temen setim main nya bot kan gua main GK serius min tolong diperbaiki lagi
Pengguna Google,5,2025-04-13 04:37:19,game nya ramah bangett sumpah boong:)
Pengguna Google,5,2025-04-13 04:36:53,game ini adalah game terbagus ke dua menurut kusih tapi tetep bagus aku kasih rate 5 untuk game pertama yang aku suka yaitu Ultraman rumble 3 tapi dah dihapus 2019 lalu 😭 tapi aku jadikan ff game pertama yang aku suka untuk mengganti kan game pertama ku
Pengguna Google,5,2025-04-13 04:36:48,Garena perbaiki jarugan lah masa merah terus jarigan ku bagus aja pas buka Ff merah
Pengguna Google,5,2025-04-13 04:36:42,ya bagus si cuman taraak aneh
Pengguna Google,1,2025-04-13 04:33:50,game tolol pelit banget pepe
Pengguna Google,5,2025-04-13 04:33:08,geme ya sangat bagus
Pengguna Google,5,2025-04-13 04:32:57,Gem bagus tapi banyak orang pamer
Pengguna Google,5,2025-04-13 04:32:57,Seru tapi bag nya diperbahuwi lagi.
Pengguna Google,5,2025-04-13 04:32:26,Gamenya bagus tapi di benarkan jaringannya🙏😄
Pengguna Google,5,2025-04-13 04:32:10,bagusss
Pengguna Google,5,2025-04-13 04:31:58,game nyabseru tapi aku pengen sg repper
Pengguna Google,5,2025-04-13 04:31:46,"gamenya enak dimainin dan ga ngeleg, gamenya juga grafiknya enak di lihat"
Pengguna Google,4,2025-04-13 04:31:38,game nya bagus tapi jaringan nya udah lancar tapi nanti langsung ngeleg
Pengguna Google,5,2025-04-13 04:29:43,game nya bagus sih cuman kalah terus
Pengguna Google,5,2025-04-13 04:29:27,BERKEMBANG TERUS GARENA
Pengguna Google,4,2025-04-13 04:29:22,"halo garena saya ada keluhan.kan saya main craftland map,lalu kan ada rank nya tuh rank craftland map saya sudah architect 1 saya lihat setiap rank ada hadiah nya tuh parasut,profil,border,dll.nah tulisannya sudah diambil tapi gak ada di Vault saya.untuk keseluruhan gamenya dah bagus kok,tapi karena masalah craftland itu jadi bintang 4 dulu lah"
Pengguna Google,1,2025-04-13 04:28:26,kurang bagus
Pengguna Google,5,2025-04-13 04:27:55,seruuu
Pengguna Google,1,2025-04-13 04:27:48,game burik padahal internet bagus tapi pas di game ngelek dan juga grafik burikkkkk dan katanya game nomer 1 tapi pas dilihat bukan tingking 1 cuaksssss
Pengguna Google,5,2025-04-13 04:26:42,gem nya sangat bagus maen cs rangked ketemu citer melulu garena tolong diben yg nyecit telepor musuhnya .
Pengguna Google,1,2025-04-13 04:26:25,fitur replay sangat mengganggu di mode clash sequad karena tidak sengaja memencet tombol replay saat di kill di layar hp saya ngestuck tulisan FF
Pengguna Google,5,2025-04-13 04:26:07,Game nya seru banget
Pengguna Google,5,2025-04-13 04:25:39,Garena bagi aku hoki
Pengguna Google,2,2025-04-13 04:25:31,ff nya mohon dikecilkan lagi mb nya soal nya banyak bocil nangis gara gara.ram 1
Pengguna Google,5,2025-04-13 04:24:11,saya sngat suka Free Fire karena seru🙌🏻
Pengguna Google,3,2025-04-13 04:24:04,sumpah Garena tolong banyak bug damage nya
Pengguna Google,1,2025-04-13 04:23:34,free fire sekarang leg dan patah²
Pengguna Google,5,2025-04-13 04:23:12,bagus
Pengguna Google,5,2025-04-13 04:22:50,game sejuta umat bocil
Pengguna Google,1,2025-04-13 04:22:37,event sg 2 gurun buat rungkat aja kurang 1 batu habis 2k dm tolong lah garena free 1 batu
Pengguna Google,5,2025-04-13 04:21:02,wow
Pengguna Google,1,2025-04-13 04:20:59,Game Sampah Gak Ada Guna Buang Buang Waktu !
Pengguna Google,5,2025-04-13 04:20:53,ok
Pengguna Google,5,2025-04-13 04:20:47,sukaaaaa bgttttt dehhh mainnn ni gamee lopp loppppp sekebonnn buat ff😻😻
Pengguna Google,5,2025-04-13 04:20:23,seru
Pengguna Google,5,2025-04-13 04:20:03,Game nya sangat sangat seru dan bagus saya sampai sange
Pengguna Google,3,2025-04-13 04:19:50,masa gak bisa login sih padahal udah ku pencet goggle malah di keluarin dari apk kan jadi susah kalo gak login malah di keluarin dari akun terus pas mau login harus sabar udah sampai 10kali di keluarin dari apk
Pengguna Google,2,2025-04-13 04:19:38,Permainana ini bagus tapi sama nyal nya agak lain ngeleg terus 999+terus
Pengguna Google,5,2025-04-13 04:18:57,"gamenya seru, dan menarik."
Pengguna Google,5,2025-04-13 04:18:08,permainan nya memang bagus tetapi karna jaringan saya yang ngelek tolong min ff dikasih gratis internet😊
Pengguna Google,5,2025-04-13 04:18:00,gamenya bagus dan seru
Pengguna Google,5,2025-04-13 04:17:49,bagus masya allah
Pengguna Google,1,2025-04-13 04:17:43,sama aja.kayak ml tapi drak sistemnya lebih normal
Pengguna Google,5,2025-04-13 04:17:18,keren
Pengguna Google,5,2025-04-13 04:17:03,skarena seru
Pengguna Google,5,2025-04-13 04:16:36,game bagus
Pengguna Google,5,2025-04-13 04:16:13,jelek tapi boong papaliapalia
Pengguna Google,5,2025-04-13 04:15:34,sangat bagus
Pengguna Google,1,2025-04-13 04:15:27,terlalu apikkkkkk*kkkkkkk*kkkkkk* boooooottttttttt
Pengguna Google,5,2025-04-13 04:15:13,"Garena tolong perbaiki gamenya game nya bagus sih tapi citer di mana²,tolong Garena citer itu di bant ya"
Pengguna Google,5,2025-04-13 04:14:42,inilah game Idaman ku
Pengguna Google,5,2025-04-13 04:12:59,game burik ehh tapi boong game nya baguss amat Garena. makasih banyak ya udah bikinnin game ini
Pengguna Google,5,2025-04-13 04:12:39,bagusss bngt
Pengguna Google,1,2025-04-13 04:11:28,aduh banyak bug hp wifi lancar game anjay .btw rilis Jenggot bnl atau engga pindah ke blodstrike
Pengguna Google,5,2025-04-13 04:08:45,bagus
Pengguna Google,4,2025-04-13 04:08:08,akun ku hilang 😭😭😭
Pengguna Google,1,2025-04-13 04:07:52,Garena buat squid game nya gak jelas
Pengguna Google,1,2025-04-13 04:07:19,banyak yang tembus glowal
Pengguna Google,5,2025-04-13 04:07:11,gamenya keren tapi kalo main sinyalnya selalu lag/merah
Pengguna Google,4,2025-04-13 04:07:08,seru
Pengguna Google,1,2025-04-13 04:06:56,rekaman nya di batasi
Pengguna Google,5,2025-04-13 04:05:51,gem ini sangat seru tapi harap kem balikan peak yang lama karena itu para pelayer ff pada pensi gara gara ini tolong garena kem bali kan peak yang dulu
Pengguna Google,5,2025-04-13 04:05:42,game nya sangat seru dan saya bermain dengan teman
Pengguna Google,1,2025-04-13 04:04:21,TOLONG DI BAIKI YANG BUG DEMAGE NYA TOLONG.......
Pengguna Google,5,2025-04-13 04:04:09,bagus
Pengguna Google,5,2025-04-13 04:03:44,Agus sekali
Pengguna Google,4,2025-04-13 04:03:42,untuk grafik udah bagus banget tapi player sekarang suka toxic kadang ku report tapi gak bisa dan bug nya masih lumayan mungkin itu aja tolong di perbaiki 🙏🏻🙏🏻
Pengguna Google,5,2025-04-13 04:02:49,Sangat bagus game free fire aku bisa menembak dan menjelajahi map di free fire
Pengguna Google,5,2025-04-13 04:01:48,ff sekarang sangat bagus walaupun aku merindukan hadiah diamond yang dulu
Pengguna Google,5,2025-04-13 04:01:43,game ini bagus tapi player player ya sangan tengil semua min
Pengguna Google,1,2025-04-13 04:01:29,sangat bagus
Pengguna Google,5,2025-04-13 04:01:03,Garena jangan bined akun ku aku gak pake cet
Pengguna Google,1,2025-04-13 03:59:43,di hilangkan aja ngeferisnya . biasanya enggak kenapa napa lancar aja . sekarang malah ada ngeferisnya padahal iya HP sudah mendukung banget lohh.? hilangkan iya ngeferisnya dan sinyalnya agak di normalkan
Pengguna Google,5,2025-04-13 03:59:42,Garena handle old jangan d keluarin lagi lah plissss
Pengguna Google,5,2025-04-13 03:59:20,gamenya sangat bagus aku suka game ini
Pengguna Google,2,2025-04-13 03:59:16,saya top up 77rb kok gak masuk😔
Pengguna Google,5,2025-04-13 03:56:58,Kenapa Saya Tidak Bisa Login Free Fire?
Pengguna Google,5,2025-04-13 03:56:48,bagus
Pengguna Google,5,2025-04-13 03:56:38,bagus dan permainanya menarik
Pengguna Google,5,2025-04-13 03:55:15,garena minta dm aku gk dibolehin top up olh mama
Pengguna Google,5,2025-04-13 03:54:17,FF ni bos
Pengguna Google,5,2025-04-13 03:53:47,bagus
Pengguna Google,5,2025-04-13 03:53:15,mantap
Pengguna Google,5,2025-04-13 03:53:12,game nya seru bagus tapi game nya online
Pengguna Google,5,2025-04-13 03:51:45,AKU SUKA FF
Pengguna Google,1,2025-04-13 03:51:23,"perbaiki lah bug membal karena jaringan, padahal jaringan lancar"
Pengguna Google,5,2025-04-13 03:51:04,Game nya enak kalau lagi gabut aku main free fire
Pengguna Google,5,2025-04-13 03:50:47,𝐬𝐚𝐧𝐠𝐚𝐭 𝐛𝐚𝐠𝐮𝐬
Pengguna Google,1,2025-04-13 03:50:31,game ngeleq hadewh makin lama bukan makin bagus
Pengguna Google,5,2025-04-13 03:49:42,Bangus
Pengguna Google,5,2025-04-13 03:49:09,ini untuk ucok slebew bukan hp ram satu itu suka patah patah hp gua juga hp ram dua suka patah patah
Pengguna Google,5,2025-04-13 03:49:08,makasih garene sg 2nya love you💕
Pengguna Google,5,2025-04-13 03:47:59,min tolong jersi timnasnya yang putih dibuatin ya
Pengguna Google,3,2025-04-13 03:47:46,game yang seru
Pengguna Google,5,2025-04-13 03:46:48,From Captai Price
Pengguna Google,5,2025-04-13 03:46:25,disini saya mendapatkan banyak teman baru
Pengguna Google,5,2025-04-13 03:45:27,kasih hoki pls dapet angel sama topi jerami
Pengguna Google,1,2025-04-13 03:44:21,pudite lagi plis pingin ada emot ak dua juta tapi geratis dan permanen
Pengguna Google,5,2025-04-13 03:44:21,Halo min akun aku kena di susupen permanen min baru aku gak pake rege atau cit ini nama:sad'boy.017
Pengguna Google,5,2025-04-13 03:43:50,y bgs bag ny baikin lgi
Pengguna Google,5,2025-04-13 03:43:23,"GAME INI SANGAT BAGUS, TAPI MOHON DIPERBAIKI KARENA ADA BANYAK SPINAN HARAM CONTOHNYA TOKEN RING, GITU AJA SEKIAN TERIMAKASIH🗿"
Pengguna Google,5,2025-04-13 03:42:52,bagusssss
Pengguna Google,5,2025-04-13 03:41:15,aku suka tapi ada 1masalah saat lagi main CS selalu di kasi tim bot dan sinyal yang selalu 999+ padahal stabil tapi terkadang gaselalu 😊😊
Pengguna Google,5,2025-04-13 03:40:32,Garena tolong SG 2jt dikeluarin dan baju season1 dikeluarin tolong saya tunggu itu ya garena 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Pengguna Google,1,2025-04-13 03:40:25,aneh akun utama kebaned permanen 😏 mana udah abis banyak duit 😏
Pengguna Google,5,2025-04-13 03:40:12,seru
Pengguna Google,1,2025-04-13 03:37:38,ff burik ngga bisa di apdet
Pengguna Google,1,2025-04-13 03:35:34,asu
Pengguna Google,5,2025-04-13 03:35:01,bagus aja
Pengguna Google,5,2025-04-13 03:33:41,seru dan rame
Pengguna Google,2,2025-04-13 03:32:36,gamenya jelek nggak punya pintu soalnya aneh artinya aku kasih bintang 2 sorry ya Garena
Pengguna Google,5,2025-04-13 03:32:06,gamenya bagus banget 👍🏻👍🏻
Pengguna Google,5,2025-04-13 03:31:18,gem ini disukai banyak yutuber terutama saya
Pengguna Google,5,2025-04-13 03:31:11,bagus banget
Pengguna Google,5,2025-04-13 03:30:12,menyenangkan
Pengguna Google,5,2025-04-13 03:29:39,gem nya seru banget makasih Garena aku hoki mulu Garena kasih aku diamond plis😎😎
Pengguna Google,5,2025-04-13 03:29:05,Developer nya kasih Collab sama ATTAK ON TITAN LEBIH SERU PLISSS DEVELOPER NYA YAAA 😊
Pengguna Google,5,2025-04-13 03:28:52,free fire nya baguss asik
Pengguna Google,5,2025-04-13 03:27:22,wah game nya seru dan banyak bundle keren yg ber animasi dan aku suka banget main free fire
Pengguna Google,5,2025-04-13 03:27:19,seru
Pengguna Google,5,2025-04-13 03:27:03,bagus terus di seruin ya game nya garena sama minta akun yg gg
Pengguna Google,1,2025-04-13 03:26:16,tolong buat Garena musuh yang pake chit di Ben dan padahal jaringan saya bagus tapi kok gak bisa nembak atau mengeluarkan peralatan di game tersebut
Pengguna Google,5,2025-04-13 03:24:15,keren sekali
Pengguna Google,1,2025-04-13 03:23:48,MOHON MAAF GARENA TOLONG PERBAIKI GEM INI BIAR GAK BUG SOAL NYA PAS MAIN DI SURUH KELUAR PADAHAL SINYAL NYA BAGUS TOLONG YA DI PERBAIKI SOAL NYA MENGGANGGU KENYAMANAN PAS MAIN SAYA KASIH BINTANG 1☆ SOAL NYA BELUM DI PERBAIKI TERIMAKASIH ....
Pengguna Google,5,2025-04-13 03:23:35,KARNA SERU
Pengguna Google,5,2025-04-13 03:23:14,game ini sangat bagus tapi berikan aku kehokian
Pengguna Google,5,2025-04-13 03:22:03,bagus tapi sayang hp saya di reset sama zikk store
Pengguna Google,4,2025-04-13 03:21:40,seruajasih
Pengguna Google,5,2025-04-13 03:21:13,bagus
Pengguna Google,5,2025-04-13 03:20:52,SANGAT SUKA GAME EPEP
Pengguna Google,3,2025-04-13 03:20:29,ngelag dan patah patah
Pengguna Google,3,2025-04-13 03:20:14,masih ada bug pada saat saya mau bermain game dan ada muncul notifikasi membaca info game mohon di hapus saya sudah muak
Pengguna Google,4,2025-04-13 03:19:42,Garena tolong perbaiki game ya olah peraturan jangan ada yang pake config aku pas main ke temu player config auto headshot vip aku ketemu citer itu di cs rank
Pengguna Google,5,2025-04-13 03:19:37,game nya mantap
Pengguna Google,5,2025-04-13 03:19:31,Hanya free fire lah yang bikin tenang waktu gue prustasi karna main mlbb
Pengguna Google,5,2025-04-13 03:18:49,seruuuuuu banget
Pengguna Google,5,2025-04-13 03:15:36,Game bagus
Pengguna Google,2,2025-04-13 03:15:19,game nya rusak honor scor nya GK naik naik padahal udh main lon wolf dari jam 6 Ampe jam 10 GK naik naik mentok 93
Pengguna Google,1,2025-04-13 03:14:51,Garena nya pelit gua udh top up habis banyak buat SG malah sampah semua😭😓😡
Pengguna Google,2,2025-04-13 03:12:06,satu kata buat game ini banyak bug
Pengguna Google,5,2025-04-13 03:10:39,plis lah hp aku ngga kuat dengan MB free fire sekarang
Pengguna Google,5,2025-04-13 03:10:29,keraja bagus
Pengguna Google,5,2025-04-13 03:10:04,top ap diamon gratis
Pengguna Google,5,2025-04-13 03:09:44,game ini sangat bagus dan banyak senjata asli
Pengguna Google,5,2025-04-13 03:08:53,"game nya bagus dan lumayan hd,tapi banyak bug nya"
Pengguna Google,5,2025-04-13 03:07:18,mantab
Pengguna Google,5,2025-04-13 03:07:01,KEREN ❗
Pengguna Google,1,2025-04-13 03:06:03,setiap sipen sg tinggal1 enggak dikasih sama cs rank udah bintang1 gak dinaikin
Pengguna Google,5,2025-04-13 03:05:35,seruuu
Pengguna Google,1,2025-04-13 03:05:23,"gem tolol masa akun ketabrak tiba tiba keluar dari game gajelas banget, honor scor mines 12 lagi tolol tolol"
Pengguna Google,1,2025-04-13 03:05:08,kalau men-download di play store lamaa banget padahal udah 100% ngga terinstal
Pengguna Google,4,2025-04-13 03:04:16,game nya bagus cuma jaringan nya tolong di perbaiki ya soalnya setiap aku main jaringan nya selalu 999+ terus padahal jaringan aku bagus bagus aja
Pengguna Google,5,2025-04-13 03:03:41,keren
Pengguna Google,4,2025-04-13 03:03:08,game sih udah bgus tapi tolong mimin Garena ini setiap masuk ff download data terus padahal sdh di pause tpi habis main pas itu ke lobby mlh download data lgi tolong perbaiki kasian hp yang ram nya kecill gk tau ini bug atau bukan
Pengguna Google,3,2025-04-13 03:02:15,Sudah ku bilang game ini gila
Pengguna Google,5,2025-04-13 03:02:13,bagusssssss
Pengguna Google,5,2025-04-13 03:01:47,bguss bgttt ihh
Pengguna Google,5,2025-04-13 03:00:51,sangat bagus tolong untuk di kasih diamond gratis
Pengguna Google,5,2025-04-13 02:58:01,sangat seru dan mudah 🥳🥳🥳🥳🥳
Pengguna Google,2,2025-04-13 02:57:40,saya pakek hp Oppo A31 saat ingin bermain malah hitam semua
Pengguna Google,5,2025-04-13 02:57:26,game ini sangat seru
Pengguna Google,5,2025-04-13 02:57:00,bagus
Pengguna Google,5,2025-04-13 02:54:42,bagussss garena lain kali berikan event diamond gratis
Pengguna Google,1,2025-04-13 02:54:28,"event nya sih bagus tapi yang bikin game ini gak seru itu kebanyakan dark sistem nya, saya main CSR dapet tim nya pasti dark sistem, kayak melakukan afk, makanya saya jadi susah buat naikin rank CS"
Pengguna Google,3,2025-04-13 02:54:23,ff sekarang beda Ama yg dulu.makin apdet makin banyak bug yang bermunculan
Pengguna Google,5,2025-04-13 02:52:20,👍👍👍👍👍
Pengguna Google,5,2025-04-13 02:51:48,makasih Garena
Pengguna Google,5,2025-04-13 02:50:30,"Game ini sangat bagus,namun saya boleh minta DM gak:)"
Pengguna Google,5,2025-04-13 02:49:58,Grafik nya bagus banget hp kentang jangan download free fire
Pengguna Google,5,2025-04-13 02:49:51,aku sangat suka game ini kalo saja aku mendapat deem gratis 🆓aku akan sangat senang 😊
Pengguna Google,4,2025-04-13 02:48:52,Gamenyan GK bisa instal kesel 😡😡😡😡😡😡😡🤝🤝
Pengguna Google,5,2025-04-13 02:47:44,FREE FIRE X SUPERHERO
Pengguna Google,1,2025-04-13 02:45:55,"min ini saya main Ama temen saya tapi tiba² temen saya tereliminasi di tengah² game itu kenapa ya?,kalo bug mohon di perbaiki segera!!"
Pengguna Google,5,2025-04-13 02:45:23,mantap game nya
Pengguna Google,5,2025-04-13 02:44:37,Game yang sangatt menyenangkan kan untuk bermain bersama teman teman dan beseru seruan
Pengguna Google,4,2025-04-13 02:44:27,emmmm saya sangat suka dengan game inii tapi saya agak tidak suka karna sedikit sedikit update
Pengguna Google,1,2025-04-13 02:43:47,suka teleport
Pengguna Google,5,2025-04-13 02:43:35,bagus dan menyenang kan
Pengguna Google,1,2025-04-13 02:42:29,"apsih game rusak gua saranin jangan main, krn akun gw ke bl mulu dan banyak bug"
Pengguna Google,5,2025-04-13 02:42:22,Gamenya bagus dan event nya bagus banget grafiknya dan ada minusnya dikit jaringan ngelag padahal jaringan ku bagus harus di benerin garena tt
Pengguna Google,5,2025-04-13 02:42:16,semangat garena 🔥🔥
Pengguna Google,5,2025-04-13 02:41:09,Bismillah dapet bundel Legendaris Paradox
Pengguna Google,5,2025-04-13 02:40:45,bagus beut
Pengguna Google,4,2025-04-13 02:40:01,"tolong untuk nge bug nya di hapus, jaringannya"
Pengguna Google,5,2025-04-13 02:37:51,epep mabar
Pengguna Google,5,2025-04-13 02:36:36,gampang
Pengguna Google,1,2025-04-13 02:33:37,ff nya terlalu burik.gk diamon geratis mohon di perbaiki lagi
Pengguna Google,5,2025-04-13 02:33:20,good
Pengguna Google,1,2025-04-13 02:32:32,gem burik pada hal siyal nya bagus tapi ping nya 999+peles masih bagusan gem kaya belokseteraik
Pengguna Google,5,2025-04-13 02:32:18,akun ku kenak bend tolong garena
Pengguna Google,5,2025-04-13 02:31:52,permainan ini sangat bagus
Pengguna Google,5,2025-04-13 02:31:47,game ini sangat bagus
Pengguna Google,5,2025-04-13 02:31:28,Nerf crono
Pengguna Google,5,2025-04-13 02:30:21,gamenya bagus
Pengguna Google,5,2025-04-13 02:29:54,min garena kenapa jaringan nya ngelek 💗⚡😊😁😂😃🐶🐩🐈🐱
Pengguna Google,5,2025-04-13 02:29:49,game nya bagus cuma pls Garena bagi satu batu lagi nak skin sg2
Pengguna Google,5,2025-04-13 02:27:30,enakan banget mainan game ini
Pengguna Google,3,2025-04-13 02:26:19,suwiti perminta dumade
Pengguna Google,5,2025-04-13 02:25:24,free fire adalah game yang seru bah kan aku menyebut nya game nomor satu di dunia
Pengguna Google,1,2025-04-13 02:25:10,game burik
Pengguna Google,4,2025-04-13 02:24:46,bagus tapi suka ngelek padahal grafik udah ku jelekin
Pengguna Google,5,2025-04-13 02:24:20,"gamenya udah lumayan bagus tapi ada beberapa bug yang belum di fiks dan bug jaringan, lalu tolong item yang old jangan di keluarkan lagi, itu yang membuat beberapa player kecewa karna item yang langka di rilis kembali, segitu saja pendapat saya🙏"
Pengguna Google,1,2025-04-13 02:24:03,garena udah gak beres
Pengguna Google,5,2025-04-13 02:23:56,karena gem ini sanggar menyenangkan
Pengguna Google,5,2025-04-13 02:22:48,BG GIV ALOK
Pengguna Google,5,2025-04-13 02:22:43,Sangat bagus aku suka
Pengguna Google,5,2025-04-13 02:22:08,😄
Pengguna Google,5,2025-04-13 02:21:15,bang pliss ak 2juta digratiskan baru saya kasih bintang 70
Pengguna Google,5,2025-04-13 02:20:56,menenang kan
Pengguna Google,5,2025-04-13 02:20:00,sangat seru
Pengguna Google,5,2025-04-13 02:19:35,game nya gak bikin bosen
Pengguna Google,1,2025-04-13 02:18:46,Garena aneh(masa main 5 menit di br cuma nambah 3%)
Pengguna Google,5,2025-04-13 02:18:25,bagus banget game nya tapi game ini jangan top up diamond coba kalo menang dapat diamond nah kalau aku tembak orang dari jatuh gk kena pas jalan harus nya kena
Pengguna Google,5,2025-04-13 02:17:39,"epep itu seru , tapi MB nya banyak 🥲"
Pengguna Google,5,2025-04-13 02:17:27,moga aja selalu dpt yg AQ inginkan
Pengguna Google,5,2025-04-13 02:17:20,salam booyah ngep ngep
Pengguna Google,5,2025-04-13 02:17:04,cs elit kembaliin garena permanen
Pengguna Google,5,2025-04-13 02:16:40,Bagus banget
Pengguna Google,5,2025-04-13 02:16:33,bagus gem peley
Pengguna Google,5,2025-04-13 02:15:46,famenya bagus tapi minusnya gtafiknya buriq tolong hd kan dikit yg grafik max grafik max tapi dk max
Pengguna Google,5,2025-04-13 02:14:10,Bagus seru
Pengguna Google,3,2025-04-13 02:12:59,Karena bot
Pengguna Google,5,2025-04-13 02:12:55,mantap broo
Pengguna Google,5,2025-04-13 02:11:39,EMM GAME INI MEMANG BAGUS TAPI UNTUK PIHAK GARENA COBA WALAU PUN WIFI NGELEG ATAU DATA NYA AGAK NGELEG JANGAN LANGSUNG 999+ KARENA YG KAMI MAU MAIN JADI GK BISA MAIN DAN SATU LAGI HONOR NYA JANGAN NURUN BANYAK DAN ITU SAJA YG SAYA SAMPEKAN ASSALAMMUALAIKUM
Pengguna Google,5,2025-04-13 02:11:32,wey Garena gua punya saran bikin sekin SG 2 dari sarung terus ada epek listek DAn akurAsi SGnya 2 redopayer 1 dameg 2
Pengguna Google,5,2025-04-13 02:10:58,ahhhhhhhhhhhhhhh ahhhhhhhhhhhh sakitttttttt pelannnnn pelannnnnnnn ahhhhh ahhhhhhh ahhhhhhhhh ahhhhhahhhh
Pengguna Google,5,2025-04-13 02:10:31,seru
Pengguna Google,2,2025-04-13 02:10:23,Pas saya mau makai akun ff saya tapi kok ga bisa di pakai tolong lah garena .dan satu lagi event yg uda di keluarin tolong jangan di keluari lagi lah garena.
Pengguna Google,1,2025-04-13 02:09:56,burik
Pengguna Google,1,2025-04-13 02:09:46,aneh giliran dapet senjata bagus reconnect ga dapet point lagi aneh Garena nentod
Pengguna Google,1,2025-04-13 02:09:26,ga seru
Pengguna Google,5,2025-04-13 02:08:45,fix ini gem lebih bagus dari gem sebelah sekarang akun ku udah op
Pengguna Google,5,2025-04-13 02:07:54,sa Ngat baiksekali aku di kasi diamon
Pengguna Google,1,2025-04-13 02:07:51,banyak bug nya 😡😡😡😡😡
Pengguna Google,5,2025-04-13 02:07:00,bagus ga buriq lagi👍
Pengguna Google,2,2025-04-13 02:05:09,untuk gamenya oke nambah kesini makin bagus tapi masalah yang paling sering terjadi itu bag demeg dari dulu ga di benerin gimana sih garena
Pengguna Google,1,2025-04-13 02:04:38,mantap game sangat bagus
Pengguna Google,5,2025-04-13 02:04:25,game yang bagus untuk dimainkan👍
Pengguna Google,5,2025-04-13 02:03:19,lumayan tapi kok cepet updet habis habisin data ..
Pengguna Google,5,2025-04-13 02:03:14,game ya bagus bisa Mabar sama teman dan lain ya terima kasih atas pembuatan game ya😊😊
Pengguna Google,1,2025-04-13 02:02:53,"karena ram hp saya 2,dan hp saya patah""&ngelek"
Pengguna Google,5,2025-04-13 02:02:32,bagus
Pengguna Google,5,2025-04-13 02:01:12,game nya jaringan nya selalu merah
Pengguna Google,5,2025-04-13 02:00:57,bagus sekali saya suka geme ini karena dapat teman banyak di game ini terimakasih garena
Pengguna Google,5,2025-04-13 02:00:37,agak bagus tapi mode ofliinetolong garena
Pengguna Google,3,2025-04-13 02:00:32,gue mau kasih 5 bintang tapi spinya membuat ku kecewa dan juga ff jarang mengeluarkan cs elite di cs ranked
Pengguna Google,1,2025-04-13 01:57:54,kenapa kok banyak banget yg afk tolong kalo afk hukumannya kenapa honor doang
Pengguna Google,1,2025-04-13 01:57:52,game ya sangat bagus tetapi jika di kasih diamond gratis saya kasih bintang ⭐⭐⭐⭐⭐
Pengguna Google,5,2025-04-13 01:57:24,bagus walaupun toxic game berperang paling bagus dan mantap
Pengguna Google,5,2025-04-13 01:55:42,ff lah
Pengguna Google,5,2025-04-13 01:54:27,Garena turunin mb gamenya biar bisa saya main soalnya hp kentang
Pengguna Google,5,2025-04-13 01:54:11,garena baik
Pengguna Google,5,2025-04-13 01:54:05,game ff sangat bagus
Pengguna Google,5,2025-04-13 01:53:07,😎😎
Pengguna Google,5,2025-04-13 01:52:24,FF yang atas
Pengguna Google,3,2025-04-13 01:50:42,plis Garena update selanjutnya damage yang lebih besar kemusuh tolong yang dapat kill harus yang damage kemusuh terbesar jangan yang last damage yang dapat kill semoga dibaca
Pengguna Google,5,2025-04-13 01:49:24,bagus banget. dehh. 😘😘🤭🤭
Pengguna Google,5,2025-04-13 01:49:12,saya sangat suka
Pengguna Google,5,2025-04-13 01:48:06,FF seru plis garena
Pengguna Google,5,2025-04-13 01:46:38,seru banget
Pengguna Google,5,2025-04-13 01:46:37,valdez❌nabilla✅ semua player old pada comback bang Garena kalau bisa balikin peak yang dulu dong pls aku kangen🥹
Pengguna Google,5,2025-04-13 01:46:05,muse ngecit
Pengguna Google,5,2025-04-13 01:45:44,free fire bagus
Pengguna Google,5,2025-04-13 01:45:07,guddd
Pengguna Google,5,2025-04-13 01:44:44,seru bgt kalian harus download sihhhh
Pengguna Google,5,2025-04-13 01:44:10,baik
Pengguna Google,5,2025-04-13 01:43:23,ff sangat bagus tapi tolong berikan kami kami ini yg jarang top up diberikan hoki kalau kami hoki kami akan top up lagi
Pengguna Google,1,2025-04-13 01:43:10,ff jelek
Pengguna Google,1,2025-04-13 01:42:06,ada yg cit Mulu
Pengguna Google,5,2025-04-13 01:41:17,game nya bagus
Pengguna Google,3,2025-04-13 01:41:13,lebibaik Adah pelancar game biar gak pata pata dan bisah langsung lancar gme nya
Pengguna Google,5,2025-04-13 01:40:19,bagus tapi gara gara jaringan jadi ngelek
Pengguna Google,5,2025-04-13 01:38:56,aku suja dengan gemya tapi tolong muncukan sg opm
Pengguna Google,5,2025-04-13 01:38:29,Tolong buat pihak garena Diringankan lagi dong game Saya yg pengguna hp ram 1 giga Merasa terlalu berat udah itu aja
Pengguna Google,5,2025-04-13 01:37:57,Game nya seru tapi kasih aku evogan garena
Pengguna Google,1,2025-04-13 01:37:56,spinnya makin lama makin susah
